F1,F2,F3,F4
4.0154,0.1928,3.6496,0.3237
4.0161,0.1931,3.6495,0.3243
4.0095,0.1936,3.6414,0.3161
4.0095,0.1939,3.6419,0.3167
4.0095,0.1936,3.6337,0.325
4.0089,0.1936,3.6413,0.3167
4.0102,0.1936,3.6416,0.317
4.0105,0.1932,3.6337,0.325
4.0179,0.1923,3.6331,0.3249
4.0105,0.1939,3.6348,0.3262
4.0105,0.1942,3.6428,0.3171
4.0108,0.1938,3.6424,0.3179
4.0199,0.1926,3.6429,0.3157
4.0202,0.1923,3.6344,0.3237
4.0202,0.1923,3.6424,0.3151
4.0196,0.1926,3.6426,0.3154
4.0208,0.1919,3.6429,0.3157
4.0199,0.1929,3.6426,0.316
4.0205,0.1923,3.6423,0.3157
4.0211,0.1912,3.6359,0.3075
4.0205,0.1916,3.6346,0.308
4.0286,0.1904,3.6353,0.3074
4.0292,0.1917,3.6436,0.3185
4.0207,0.1926,3.6439,0.3188
4.0207,0.1926,3.6439,0.3188
4.0217,0.1925,3.6441,0.3191
4.0298,0.1913,3.6445,0.3188
4.0298,0.1916,3.6445,0.3188
4.022,0.1925,3.6447,0.3191
4.0217,0.1935,3.6515,0.3271
4.0302,0.1929,3.6541,0.3261
4.0295,0.1926,3.653,0.3275
4.0149,0.193,3.6486,0.3154
4.0221,0.1843,3.6475,0.3162
4.0223,0.1915,3.6474,0.3153
4.0227,0.1839,3.648,0.3154
4.0233,0.1924,3.6484,0.3166
4.0243,0.1923,3.6488,0.3163
4.0233,0.1927,3.6495,0.3158
4.0227,0.1925,3.6472,0.3165
4.0233,0.1921,3.649,0.3166
4.0149,0.1937,3.6482,0.3163
4.0327,0.1925,3.65,0.3166
4.0243,0.1846,3.651,0.3163
4.0327,0.1918,3.6494,0.3171
4.033,0.1918,3.6502,0.3181
4.0337,0.1914,3.6505,0.3178
4.0333,0.1915,3.6494,0.3165
4.0327,0.1915,3.6498,0.3183
4.0333,0.1918,3.6503,0.3169
4.0337,0.1921,3.6509,0.3169
4.0333,0.1915,3.6503,0.3169
4.034,0.1921,3.6512,0.3172
4.0333,0.1908,3.6465,0.3178
4.0333,0.1908,3.6467,0.3187
4.0323,0.1912,3.6471,0.3178
4.0333,0.1908,3.6473,0.3187
4.0336,0.1908,3.647,0.319
4.0336,0.1901,3.6477,0.3184
4.0336,0.1908,3.6471,0.3184
4.0346,0.1907,3.656,0.3116
4.0345,0.1901,3.6564,0.3113
4.0336,0.1905,3.6564,0.3107
4.0352,0.1917,3.6517,0.3136
4.0349,0.1914,3.6517,0.3136
4.0349,0.1924,3.6528,0.3143
4.0352,0.192,3.6535,0.3137
4.0349,0.1914,3.6526,0.3134
4.0352,0.1924,3.6519,0.3139
4.0355,0.1917,3.6516,0.3142
4.0362,0.1929,3.6364,0.3136
4.0346,0.1921,3.6365,0.3131
4.0359,0.192,3.6362,0.3127
4.0349,0.1819,3.6526,0.3182
4.0361,0.19,3.6532,0.3176
4.0361,0.1907,3.6545,0.3177
4.0361,0.19,3.6545,0.3177
4.0365,0.1903,3.6531,0.3188
4.0371,0.1899,3.6543,0.3189
4.0368,0.1903,3.6541,0.3186
4.0374,0.1899,3.6541,0.3186
4.0374,0.1902,3.6547,0.318
4.0368,0.1909,3.6547,0.318
4.0381,0.1912,3.6534,0.318
4.0384,0.1909,3.6544,0.3178
4.0378,0.1913,3.6538,0.3172
4.0381,0.1916,3.6544,0.3172
4.0384,0.1912,3.654,0.3181
4.0381,0.1906,3.6701,0.319
4.0384,0.1906,3.6535,0.3174
4.0391,0.1905,3.6624,0.3252
4.0387,0.1905,3.6705,0.3328
4.0384,0.1902,3.6622,0.3249
4.0387,0.1912,3.6593,0.3169
4.0394,0.1912,3.6584,0.3165
4.0397,0.1912,3.6585,0.3159
4.0394,0.1912,3.6668,0.3243
4.04,0.1908,3.6592,0.3174
4.04,0.1908,3.6667,0.3249
4.0391,0.1826,3.6589,0.3177
4.0403,0.1911,3.6674,0.3243
4.0397,0.1905,3.6593,0.3169
4.04,0.1912,3.659,0.3171
4.0312,0.1841,3.666,0.324
4.0316,0.193,3.6575,0.3173
4.0322,0.192,3.6582,0.3168
4.0322,0.1929,3.6572,0.317
4.0325,0.1929,3.674,0.3159
4.0322,0.1913,3.6579,0.3171
4.0322,0.1916,3.6581,0.3174
4.0332,0.1928,3.6585,0.3171
4.0338,0.1925,3.6589,0.3162
4.0341,0.1928,3.6582,0.3168
4.0338,0.1918,3.6583,0.3175
4.0338,0.1918,3.6655,0.3247
4.0334,0.1918,3.6579,0.3184
4.0335,0.1833,3.6586,0.3178
4.0341,0.1918,3.6657,0.3256
4.0344,0.1915,3.6586,0.3178
4.0344,0.1915,3.6663,0.3262
4.0334,0.1918,3.6756,0.3176
4.0341,0.1915,3.6683,0.3104
4.0344,0.1918,3.6675,0.3089
4.0347,0.1924,3.6593,0.315
4.0357,0.1917,3.658,0.3149
4.0363,0.1916,3.667,0.3228
4.0357,0.1917,3.6755,0.3159
4.035,0.1832,3.6669,0.324
4.0354,0.192,3.6595,0.3159
4.0357,0.1917,3.6592,0.3156
4.0363,0.1923,3.6679,0.3237
4.0369,0.1916,3.6579,0.3328
4.0369,0.1913,3.652,0.3231
4.0379,0.1925,3.6519,0.3237
4.0444,0.1908,3.6626,0.3167
4.0451,0.1904,3.6716,0.3245
4.0448,0.1908,3.6723,0.324
4.0447,0.1901,3.6637,0.3173
4.0448,0.1904,3.6633,0.3161
4.0451,0.1904,3.6634,0.3176
4.0445,0.1822,3.6635,0.3164
4.0454,0.1901,3.6655,0.3159
4.0457,0.1904,3.6657,0.3162
4.0457,0.1907,3.6653,0.3171
4.0386,0.1925,3.6714,0.326
4.0379,0.1922,3.6636,0.3182
4.0389,0.1925,3.6646,0.3179
4.0392,0.1922,3.6717,0.3257
4.0379,0.1922,3.6642,0.3188
4.0389,0.1922,3.6636,0.3182
4.0392,0.1925,3.6728,0.327
4.0389,0.1915,3.6813,0.3174
4.0392,0.1915,3.6736,0.3111
4.0395,0.1918,3.6809,0.3183
4.0392,0.184,3.6539,0.3211
4.0392,0.1916,3.6542,0.3215
4.0392,0.1919,3.6553,0.3227
4.0402,0.1919,3.6539,0.3217
4.0402,0.1922,3.6542,0.3215
4.0392,0.1919,3.6617,0.3289
4.0405,0.1925,3.6622,0.3295
4.0398,0.1916,3.6604,0.3294
4.0408,0.1918,3.6617,0.3289
4.0402,0.1919,3.6539,0.3211
4.0405,0.1921,3.6683,0.3151
4.0408,0.1917,3.6683,0.3157
4.0411,0.1914,3.6761,0.3234
4.0405,0.1921,3.6679,0.3165
4.0405,0.1921,3.6762,0.3228
4.0408,0.1921,3.6684,0.3145
4.0414,0.1917,3.6761,0.3234
,,,
3.8863,0.1745,3.5533,0.2848
3.8854,0.1742,3.5533,0.2848
3.8863,0.1745,3.5458,0.2904
3.8857,0.1746,3.5451,0.2915
3.8865,0.174,3.5537,0.2986
3.8852,0.1734,3.5449,0.2915
3.8864,0.1746,3.5527,0.2993
3.8864,0.1749,3.5516,0.2986
3.8863,0.1738,3.5513,0.2981
3.8863,0.1732,3.5513,0.2981
3.8857,0.1741,3.5521,0.2982
3.886,0.1744,3.552,0.2988
3.8868,0.1732,3.5517,0.2986
3.8862,0.1735,3.553,0.3002
3.8884,0.175,3.5529,0.2998
3.8955,0.1736,3.5515,0.3008
3.8899,0.1746,3.5542,0.2989
3.897,0.1728,3.5538,0.2998
3.8883,0.1747,3.556,0.2991
3.8886,0.175,3.5554,0.2991
3.8975,0.1725,3.5555,0.3016
3.8972,0.1732,3.5545,0.3003
3.8889,0.1747,3.5548,0.3014
3.8882,0.1738,3.5632,0.2942
3.8904,0.1746,3.5635,0.2921
3.8894,0.174,3.5621,0.2932
3.8903,0.1741,3.5641,0.2916
3.8899,0.1738,3.5635,0.2916
3.8902,0.1744,3.5545,0.2836
3.8902,0.1741,3.5557,0.2837
3.889,0.1751,3.5462,0.2919
3.889,0.1748,3.5452,0.2927
3.8893,0.1748,3.5485,0.2907
3.8892,0.1742,3.5481,0.2909
3.8902,0.1745,3.5472,0.2916
3.8892,0.1745,3.5464,0.2913
3.8895,0.1737,3.5482,0.2907
3.8889,0.175,3.548,0.2904
3.8888,0.1737,3.5544,0.2973
3.8888,0.1743,3.5456,0.2913
3.896,0.1741,3.5456,0.2913
3.8888,0.174,3.548,0.2901
3.8968,0.1734,3.5548,0.2825
3.8965,0.1732,3.5468,0.2905
3.8962,0.1729,3.5538,0.2981
3.8968,0.1737,3.5468,0.2912
3.8968,0.1737,3.546,0.2903
3.8964,0.1739,3.5474,0.2902
3.8964,0.1739,3.563,0.2909
3.8973,0.174,3.5535,0.2969
3.8967,0.1734,3.5536,0.2963
3.888,0.1744,3.5524,0.2971
3.889,0.1747,3.5522,0.2982
3.8969,0.1735,3.5454,0.2886
3.8963,0.173,3.5535,0.2948
3.8892,0.175,3.5527,0.2987
3.8895,0.1743,3.5528,0.2981
3.8889,0.1738,3.5549,0.2832
3.8889,0.1741,3.5523,0.3
3.8895,0.175,3.5545,0.2979
3.8902,0.175,3.5625,0.291
3.8888,0.1741,3.5464,0.2905
3.8892,0.1744,3.5543,0.2978
3.8894,0.1751,3.5518,0.2993
3.8891,0.1744,3.5612,0.2907
3.8875,0.174,3.5541,0.2979
3.8953,0.1734,3.561,0.2902
3.8893,0.1739,3.5621,0.2912
3.889,0.1739,3.5527,0.2978
3.8877,0.1746,3.5609,0.2908
3.889,0.1742,3.5529,0.2978
3.8881,0.1743,3.554,0.2963
3.8884,0.174,3.554,0.2963
3.889,0.1749,3.5632,0.2902
3.889,0.1743,3.5626,0.2901
3.8964,0.1737,3.5546,0.2959
3.8883,0.1753,3.553,0.2961
3.8899,0.1749,3.5525,0.2982
3.8883,0.1743,3.5519,0.2981
3.8876,0.1738,3.5524,0.2989
3.888,0.1744,3.5518,0.2989
3.888,0.1741,3.5524,0.2974
3.8963,0.1726,3.5525,0.2969
3.8886,0.1747,3.5515,0.2966
3.8882,0.1747,3.5508,0.2971
3.8969,0.1732,3.5523,0.295
3.8966,0.1726,3.5521,0.2961
3.8966,0.1739,3.5503,0.2989
3.8965,0.1735,3.5512,0.2992
3.8955,0.1729,3.5445,0.2884
3.8887,0.1737,3.5454,0.2887
3.8884,0.1741,3.5512,0.2959
3.8971,0.1734,3.5511,0.2965
3.8884,0.1751,3.5528,0.2964
3.8968,0.1729,3.5528,0.297
3.8959,0.1733,3.5457,0.288
3.8955,0.173,3.5462,0.2886
3.8965,0.1726,3.5514,0.2963
3.8949,0.1727,3.5515,0.2958
3.8974,0.1729,3.5507,0.296
3.8974,0.1729,3.5517,0.2972
3.897,0.1732,3.5471,0.2864
3.8964,0.1736,3.5459,0.2863
3.8959,0.1652,3.5517,0.2962
3.8953,0.1658,3.5524,0.2977
3.889,0.1747,3.5518,0.2972
3.8887,0.1744,3.5514,0.2975
3.8886,0.1741,3.5447,0.2899
3.8893,0.1741,3.5441,0.2899
3.8885,0.1667,3.5494,0.3112
3.8881,0.167,3.5417,0.3041
3.8889,0.1747,3.5516,0.2975
3.8895,0.1744,3.5586,0.3051
3.8887,0.1747,3.5535,0.296
3.888,0.1748,3.5453,0.2883
3.8878,0.1661,3.5513,0.3122
3.8875,0.1667,3.5434,0.3042
3.8898,0.1738,3.546,0.2875
3.8889,0.1742,3.5452,0.2865
3.8883,0.1742,3.5522,0.296
3.8876,0.1746,3.5528,0.296
3.8878,0.1658,3.5499,0.3111
3.8866,0.1662,3.5424,0.3049
3.8882,0.1746,3.5464,0.287
3.8882,0.1742,3.5461,0.2872
3.8876,0.1737,3.5509,0.296
3.8879,0.1743,3.5509,0.296
3.888,0.1674,3.536,0.2944
3.888,0.1662,3.5424,0.302
3.8878,0.174,3.5447,0.2881
3.8884,0.1743,3.5446,0.2886
3.8882,0.1749,3.5518,0.2951
3.8882,0.1746,3.5447,0.2881
3.8879,0.1659,3.5428,0.3021
3.8883,0.1656,3.5352,0.295
3.8887,0.1742,3.559,0.3043
3.8887,0.1745,3.5585,0.3057
3.8881,0.174,3.5428,0.303
3.8869,0.1738,3.5426,0.3041
3.8873,0.1662,3.5409,0.3011
3.8873,0.1668,3.5412,0.3014
3.8882,0.1749,3.5428,0.304
3.8875,0.1749,3.5503,0.2964
3.8875,0.1744,3.5522,0.2957
3.8872,0.1744,3.5524,0.2966
3.8873,0.1673,3.5514,0.2952
3.8879,0.1666,3.552,0.2953
3.8809,0.1757,3.5499,0.2956
3.8806,0.1751,3.5492,0.2967
3.8878,0.1747,3.5509,0.2946
3.8884,0.174,3.5506,0.2949
3.8881,0.1662,3.5506,0.2952
3.8869,0.1673,3.5493,0.2957
3.8889,0.1738,3.5521,0.2813
3.8892,0.1732,3.5592,0.289
3.888,0.1744,3.5517,0.2952
3.8874,0.1742,3.5426,0.3036
3.8962,0.1663,3.544,0.303
3.8872,0.166,3.5497,0.2947
3.8806,0.1755,3.5521,0.2956
3.8809,0.1754,3.5506,0.2958
3.8887,0.1747,3.5508,0.2939
3.8884,0.1747,3.5514,0.294
3.8875,0.1658,3.5507,0.2919
3.8956,0.1658,3.5506,0.2925
3.8889,0.1743,3.5506,0.2941
3.8877,0.1744,3.5511,0.2947
3.8956,0.1736,3.5507,0.295
3.896,0.1736,3.5497,0.2958
3.8958,0.1742,3.5495,0.2933
3.8874,0.1751,3.5501,0.2927
3.8969,0.1729,3.5506,0.2949
3.8975,0.1732,3.5497,0.2946
3.896,0.1733,3.5515,0.2946
3.8963,0.1735,3.5514,0.2951
3.8868,0.1671,3.5493,0.2938
3.8946,0.1662,3.5498,0.2944
3.8883,0.1747,3.5506,0.2933
3.8889,0.1743,3.5514,0.2943
3.8963,0.1742,3.5487,0.2936
3.8959,0.1729,3.5487,0.2936
3.8951,0.1652,3.5514,0.294
3.8961,0.1658,3.5513,0.2946
3.8879,0.1744,3.5511,0.293
3.8882,0.1738,3.5517,0.2931
3.896,0.1739,3.5513,0.294
3.896,0.1736,3.5493,0.295
3.8951,0.1659,3.5527,0.2948
3.8948,0.1659,3.5515,0.2947
3.8884,0.1735,3.5495,0.2931
3.8887,0.1728,3.549,0.2925
3.8885,0.1747,3.5501,0.2956
3.8881,0.1738,3.5504,0.2953
3.8886,0.1669,3.5509,0.2937
3.8876,0.1666,3.5514,0.2944
3.8891,0.1747,3.5505,0.2954
3.8888,0.1747,3.5509,0.2951
3.8801,0.1754,3.5438,0.2873
3.8878,0.1745,3.5431,0.2878
3.8872,0.1748,3.5498,0.2939
3.8873,0.1664,3.5486,0.2939
3.8873,0.167,3.549,0.295
3.8876,0.1667,3.5499,0.2954
3.8872,0.166,3.5492,0.2959
3.8879,0.1666,3.5499,0.2954
3.8882,0.1666,3.5502,0.2957
3.8873,0.1664,3.5486,0.2959
3.8873,0.1664,3.549,0.2956
3.8879,0.1666,3.5492,0.2959
3.8879,0.167,3.5487,0.2953
3.8873,0.167,3.5483,0.2941
3.8873,0.1673,3.5481,0.2952
3.8887,0.1748,3.5414,0.3024
3.8887,0.1745,3.541,0.3012
3.8881,0.1745,3.5409,0.3018
3.8887,0.1748,3.5412,0.3021
3.8877,0.1745,3.5408,0.3024
3.8878,0.1748,3.5406,0.3021
3.888,0.1742,3.5412,0.3015
3.8884,0.1745,3.5404,0.3012
3.8874,0.1739,3.54,0.3014
3.8881,0.1748,3.5406,0.3021
3.8881,0.1745,3.5506,0.2959
3.8871,0.1749,3.5521,0.2957
3.8877,0.1742,3.551,0.2971
3.8868,0.1743,3.5507,0.2953
3.8874,0.1739,3.5506,0.2959
3.8871,0.1746,3.5502,0.2968
3.8874,0.1742,3.5499,0.2964
3.8878,0.1752,3.5583,0.303
3.8874,0.1746,3.5584,0.3045
3.8868,0.1743,3.5579,0.3039
3.8874,0.1742,3.5583,0.303
3.8886,0.1742,3.5517,0.2939
3.8883,0.1736,3.5525,0.2942
3.8879,0.174,3.5517,0.2939
3.8879,0.1736,3.5515,0.2951
3.8886,0.1739,3.5512,0.2947
3.888,0.1743,3.5513,0.2942
3.8879,0.174,3.5516,0.2945
3.8879,0.1736,3.5521,0.2951
3.8883,0.1736,3.5529,0.294
3.8883,0.1736,3.5512,0.2947
3.8874,0.174,3.5505,0.2934
3.8874,0.1737,3.5513,0.2944
3.8877,0.174,3.5513,0.2938
3.8877,0.1743,3.5507,0.2937
3.8877,0.1743,3.5505,0.2934
3.8867,0.1743,3.549,0.293
3.8864,0.174,3.5592,0.2858
3.8874,0.1749,3.5428,0.2863
3.8867,0.1743,3.5418,0.2866
3.8877,0.1749,3.5423,0.2872
3.8887,0.1664,3.5423,0.3022
3.8896,0.1667,3.5442,0.3023
3.8893,0.167,3.5431,0.3031
3.8903,0.1673,3.5444,0.3026
3.8909,0.1669,3.5441,0.3029
3.8912,0.1669,3.5512,0.31
3.8912,0.1672,3.5432,0.3026
3.8903,0.1663,3.5432,0.3026
3.8909,0.1672,3.5431,0.3031
3.8903,0.167,3.5436,0.3023
3.8923,0.1747,3.5456,0.2861
3.8923,0.1754,3.5447,0.2863
3.8911,0.1754,3.5535,0.2781
3.8914,0.1745,3.5453,0.2864
3.892,0.1747,3.5459,0.2864
3.8923,0.1744,3.5537,0.2785
3.8917,0.1741,3.5459,0.2864
3.8914,0.1754,3.5538,0.2779
3.8914,0.1751,3.5453,0.2864
3.8917,0.1748,3.5451,0.2855
3.8917,0.1748,3.5693,0.2955
3.8923,0.175,3.5624,0.2867
3.8917,0.1744,3.5536,0.2949
3.8926,0.175,3.5548,0.2949
3.8929,0.175,3.5553,0.2956
3.8926,0.1747,3.5538,0.2952
3.8914,0.1751,3.5534,0.296
3.8929,0.1744,3.5611,0.2866
3.892,0.1744,3.5533,0.2946
3.8923,0.1741,3.5531,0.2957
3.8926,0.175,3.5525,0.2954
3.8935,0.1749,3.5449,0.3016
3.8938,0.1749,3.5529,0.2946
3.8938,0.1746,3.5599,0.3028
3.9007,0.1744,3.5598,0.3034
3.8929,0.1753,3.5525,0.2954
3.8929,0.1753,3.5532,0.2949
3.8939,0.1759,3.5609,0.3026
3.9013,0.175,3.5543,0.2955
3.8938,0.1752,3.5603,0.3025
3.8929,0.1745,3.5622,0.3037
3.8951,0.1743,3.5537,0.2971
3.8938,0.1741,3.5528,0.2973
3.8935,0.1744,3.5599,0.3044
3.8935,0.1744,3.5534,0.2968
3.8932,0.1741,3.5536,0.3122
3.9019,0.1732,3.5531,0.2971
3.8848,0.1744,3.5623,0.3052
3.8932,0.1738,3.5626,0.3049
3.8851,0.1747,3.5605,0.3045
3.8937,0.1754,3.5611,0.302
3.8931,0.1751,3.5532,0.294
3.8931,0.1751,3.56,0.3014
3.8934,0.1751,3.5601,0.3022
3.8928,0.1755,3.5592,0.3025
3.8931,0.1745,3.559,0.3016
3.8928,0.1752,3.5521,0.2954
3.9012,0.1745,3.5511,0.2936
3.9078,0.1734,3.5513,0.2939
3.9087,0.1733,3.5583,0.3021
3.9009,0.1739,3.5502,0.3091
3.8935,0.175,3.5542,0.2959
3.9013,0.1741,3.5604,0.3032
3.9016,0.1741,3.5616,0.3033
3.8929,0.1757,3.5604,0.3032
3.8916,0.1748,3.5589,0.3028
3.9026,0.1734,3.5614,0.305
3.8948,0.1753,3.5541,0.297
3.9026,0.174,3.5618,0.3042
3.9013,0.1744,3.5613,0.3035
3.8941,0.1747,3.5618,0.3042
3.8947,0.1747,3.5467,0.2877
3.9016,0.1738,3.5542,0.2945
3.9025,0.1741,3.5544,0.2948
3.9025,0.1747,3.5542,0.2945
3.9025,0.1744,3.5538,0.2948
3.9019,0.1735,3.5531,0.2953
3.9016,0.1735,3.5543,0.2954
3.9025,0.1741,3.5541,0.2951
3.9019,0.1744,3.5541,0.2951
3.9019,0.1735,3.5535,0.295
3.9028,0.1738,3.5543,0.2937
3.9021,0.1732,3.5561,0.2938
3.9031,0.1737,3.5543,0.2937
3.8953,0.1743,3.5543,0.2937
3.9024,0.1735,3.5542,0.2943
3.9024,0.1735,3.5539,0.2939
3.9025,0.1738,3.5542,0.2943
3.9024,0.1732,3.5549,0.2931
3.9018,0.1735,3.5541,0.2928
3.9024,0.1735,3.5531,0.2936
3.8856,0.1753,3.5544,0.2946
3.8941,0.1747,3.5552,0.295
3.8944,0.1753,3.5543,0.2952
3.8941,0.1747,3.554,0.2949
3.8928,0.1748,3.5534,0.2949
3.8934,0.1747,3.5532,0.2945
3.8944,0.175,3.5546,0.2949
3.8944,0.175,3.5623,0.2887
3.8941,0.1747,3.5626,0.289
3.8934,0.1747,3.5622,0.2893
3.9022,0.1657,3.5538,0.2929
3.9016,0.1661,3.553,0.292
3.9013,0.1664,3.5526,0.2929
3.9019,0.1654,3.5535,0.2932
3.9006,0.1664,3.5535,0.2926
3.9016,0.1661,3.5532,0.2929
3.9006,0.1649,3.5528,0.2932
3.9012,0.1658,3.5452,0.2994
3.9019,0.1654,3.5443,0.2991
3.9016,0.1661,3.5452,0.2994
3.8949,0.1753,3.5549,0.2931
3.8937,0.1753,3.554,0.2933
3.894,0.1753,3.5554,0.2943
3.894,0.175,3.5547,0.2948
3.8946,0.175,3.5547,0.2948
3.8953,0.1756,3.555,0.2946
3.8946,0.1747,3.5543,0.2951
3.894,0.1744,3.5541,0.2948
3.8949,0.1746,3.5541,0.2942
3.894,0.1747,3.555,0.2946
3.8967,0.1746,3.5572,0.2942
3.8954,0.1743,3.5565,0.2927
3.8961,0.1749,3.557,0.2939
3.8948,0.1744,3.5576,0.2939
3.8958,0.1753,3.5567,0.2936
3.8955,0.1753,3.5561,0.2935
3.8958,0.1749,3.5572,0.2948
3.8961,0.1759,3.5655,0.2854
3.8958,0.1759,3.5651,0.2862
3.8961,0.1759,3.5656,0.2848
3.8955,0.1756,3.5549,0.2937
3.8952,0.1753,3.5549,0.2937
3.8952,0.1756,3.5543,0.2936
3.8952,0.175,3.5539,0.2945
3.8949,0.1756,3.5537,0.2936
3.8949,0.1753,3.5543,0.2936
3.8948,0.1747,3.5536,0.2942
3.8949,0.175,3.5462,0.3007
3.8952,0.1747,3.5456,0.3007
3.8942,0.175,3.5458,0.3016
3.8952,0.1753,3.5462,0.3013
3.8957,0.175,3.5566,0.2942
3.8954,0.175,3.556,0.2942
3.8957,0.175,3.5565,0.2948
3.896,0.1753,3.5563,0.2939
3.896,0.1747,3.5563,0.2939
3.896,0.175,3.5557,0.2945
3.8951,0.1741,3.5559,0.2948
3.8964,0.175,3.5639,0.2862
3.8964,0.175,3.5638,0.2868
3.8964,0.175,3.5635,0.2865
3.896,0.175,3.5553,0.2932
3.897,0.1747,3.5548,0.2926
3.8963,0.1747,3.5554,0.2926
3.8966,0.1747,3.555,0.2935
3.896,0.1744,3.555,0.2935
3.896,0.1747,3.5556,0.2935
3.8957,0.1744,3.5562,0.2935
3.896,0.175,3.5475,0.3006
3.896,0.1744,3.5478,0.3009
3.896,0.1747,3.5475,0.3006
3.888,0.1687,3.5471,0.3024
3.8886,0.168,3.5462,0.3027
3.8886,0.1683,3.5468,0.3021
3.8883,0.169,3.5468,0.3027
3.888,0.1683,3.5472,0.3018
3.888,0.1687,3.5467,0.3033
3.888,0.168,3.5458,0.3029
3.8883,0.1683,3.5541,0.3108
3.8883,0.1686,3.5538,0.311
3.8886,0.1686,3.5544,0.3111
3.8951,0.167,3.5578,0.2943
3.8951,0.1673,3.5584,0.2944
3.8957,0.1676,3.5583,0.295
3.8948,0.1667,3.5652,0.2878
3.8963,0.1663,3.5572,0.2943
3.8957,0.1663,3.5571,0.2949
3.8957,0.1666,3.5575,0.294
3.897,0.1675,3.565,0.2869
3.897,0.1669,3.5643,0.2874
3.8967,0.1669,3.5651,0.2863
3.896,0.1663,3.5483,0.2986
3.8957,0.1663,3.5485,0.2974
3.8964,0.1673,3.5481,0.2983
3.8961,0.1673,3.5485,0.2974
3.8957,0.1673,3.5481,0.2977
3.8954,0.1664,3.5477,0.2985
3.9038,0.1651,3.5481,0.2983
3.8948,0.1664,3.5388,0.3052
3.8954,0.1664,3.5392,0.3044
3.8951,0.1661,3.5394,0.3047
3.8902,0.1758,3.5605,0.2933
3.8899,0.1755,3.5604,0.2939
3.8987,0.1746,3.5603,0.2945
3.8896,0.1756,3.5603,0.2945
3.8896,0.1749,3.5591,0.2944
3.8899,0.1759,3.5598,0.2939
3.8905,0.1755,3.5676,0.2864
3.8899,0.1749,3.5689,0.2865
3.8984,0.1749,3.5695,0.2865
3.8902,0.1755,3.5691,0.2868
3.8983,0.1747,3.55,0.2995
3.8986,0.1754,3.5498,0.2992
3.8986,0.1757,3.5581,0.2923
3.9064,0.1741,3.5499,0.3001
3.9058,0.1739,3.5503,0.2998
3.9061,0.1738,3.5576,0.2917
3.8993,0.175,3.5581,0.2923
3.898,0.1751,3.5589,0.2912
3.9068,0.1751,3.5509,0.2998
3.8983,0.1757,3.5585,0.2915
3.9058,0.1736,3.5578,0.2906
3.9065,0.1736,3.5575,0.2908
3.9068,0.1739,3.5587,0.2909
3.9061,0.1736,3.5581,0.2909
3.9068,0.1735,3.5575,0.2908
3.8983,0.1748,3.5572,0.2911
3.9055,0.1739,3.5575,0.2908
3.9061,0.1739,3.5567,0.292
3.9061,0.1739,3.5491,0.2837
3.9061,0.1739,3.5491,0.2837
3.9061,0.1739,3.5491,0.2837
3.9067,0.1739,3.5568,0.2911
3.9064,0.1745,3.5564,0.2913
3.9064,0.1736,3.5571,0.2914
3.9067,0.1732,3.5564,0.2919
3.9061,0.1739,3.5564,0.2913
3.9064,0.1739,3.5562,0.291
3.9064,0.1736,3.5559,0.2907
3.8986,0.1742,3.557,0.3059
3.9071,0.1739,3.5571,0.3074
3.9067,0.1736,3.5569,0.3071
3.8993,0.1665,3.56,0.2921
3.8993,0.1671,3.5594,0.292
3.898,0.1675,3.5594,0.292
3.8986,0.1669,3.5592,0.2911
3.8983,0.1669,3.5594,0.2914
3.899,0.1668,3.5594,0.2914
3.8986,0.1665,3.5594,0.292
3.899,0.1675,3.5598,0.2912
3.8993,0.1671,3.5585,0.2917
3.8993,0.1678,3.5675,0.2989
3.9002,0.1671,3.549,0.2998
3.8996,0.1671,3.5575,0.3065
3.8996,0.1665,3.5498,0.2987
3.8999,0.1671,3.5571,0.3073
3.8996,0.1671,3.5497,0.2993
3.8992,0.1668,3.5492,0.2986
3.8999,0.1662,3.557,0.3079
3.8999,0.1665,3.5419,0.2927
3.8989,0.1665,3.5421,0.2936
3.8999,0.1665,3.5408,0.2935
3.8999,0.1675,3.5667,0.3006
3.8996,0.1675,3.5673,0.3006
3.9002,0.1674,3.5597,0.2938
3.8999,0.1681,3.5601,0.2935
3.9002,0.1678,3.5672,0.3012
3.8996,0.1675,3.5667,0.3006
3.8999,0.1678,3.5598,0.2932
3.8992,0.1672,3.5664,0.3003
3.8999,0.1675,3.5661,0.3
3.8989,0.1675,3.5663,0.3009
3.8997,0.1741,3.5626,0.2915
3.9003,0.1737,3.5621,0.2923
3.8997,0.1747,3.562,0.2914
3.9004,0.1744,3.5687,0.2994
3.9003,0.1741,3.5619,0.292
3.8994,0.1738,3.5609,0.2923
3.8997,0.1744,3.5603,0.2922
3.9,0.1747,3.5617,0.2911
3.901,0.174,3.5605,0.2911
3.9,0.1741,3.5685,0.2991
3.9001,0.1668,3.5535,0.2995
3.9004,0.1671,3.5607,0.3073
3.9001,0.1668,3.5598,0.3069
3.9007,0.1674,3.5539,0.2993
3.8997,0.1672,3.5527,0.2992
3.9001,0.1672,3.5535,0.2995
3.9004,0.1671,3.5532,0.2998
3.9004,0.1668,3.569,0.2984
3.9007,0.1671,3.5696,0.2984
3.9004,0.1668,3.5612,0.2906
3.9012,0.1747,3.5593,0.2914
3.9,0.1747,3.5668,0.2983
3.9009,0.175,3.5671,0.2986
3.9006,0.175,3.5668,0.2989
3.9,0.1747,3.5593,0.2914
